r (m)	z (m)	Br (T)	Bz (T)	B (T)	Theta (°)	Ic (A)	I (A)	I/Ic (%)
0.000285	-0.107081	-0.001229	0.025346	0.025376	92.775914	--	0.000000	--
0.000841	-0.106023	-0.003292	0.030495	0.030672	96.160593	--	0.000000	--
0.000181	-0.107119	0.002835	0.024169	0.024335	83.309430	--	0.000000	--
0.000016	-0.107207	-0.000000	0.035027	0.035027	90.000000	--	0.000000	--
0.000424	-0.106763	-0.005745	0.026162	0.026785	102.385909	--	0.000000	--
0.000068	-0.107169	0.001825	0.024635	0.024703	85.764126	--	0.000000	--
0.002643	-0.105147	0.001395	0.034037	0.034066	87.652481	--	0.000000	--
0.004037	-0.104907	-0.000730	0.035630	0.035638	91.173312	--	0.000000	--
0.000094	-0.107154	-0.003483	0.023342	0.023600	98.485671	--	0.000000	--
0.000543	-0.106113	-0.003932	0.032357	0.032595	96.928429	--	0.000000	--
0.000328	-0.106400	-0.000794	0.033792	0.033801	91.346860	--	0.000000	--
0.000387	-0.106180	0.001126	0.027724	0.027746	87.675133	--	0.000000	--
0.010133	-0.108572	-0.071202	0.016219	0.073026	167.167718	--	0.000000	--
0.000347	-0.107015	-0.003133	0.023441	0.023649	97.613760	--	0.000000	--
0.003056	-0.105019	-0.002513	0.035416	0.035505	94.057883	--	0.000000	--
0.003703	-0.104864	-0.001784	0.034509	0.034555	92.959950	--	0.000000	--
0.009069	-0.107234	-0.001976	0.022406	0.022493	95.039254	--	0.000000	--
0.007923	-0.106608	-0.030769	0.020694	0.037081	146.076773	--	0.000000	--
0.000216	-0.107059	-0.000476	0.022518	0.022523	91.210670	--	0.000000	--
0.006991	-0.106673	-0.027010	0.021439	0.034484	141.560032	--	0.000000	--
0.006512	-0.106464	-0.026703	0.027096	0.038042	134.581381	--	0.000000	--
0.006008	-0.105779	-0.025505	0.032997	0.041705	127.701925	--	0.000000	--
0.000026	-0.107168	0.005367	0.019655	0.020375	74.726741	--	0.000000	--
0.000047	-0.107157	-0.001470	0.023435	0.023481	93.589380	--	0.000000	--
0.000128	-0.107107	-0.002796	0.022897	0.023067	96.962619	--	0.000000	--
0.005388	-0.105025	-0.002206	0.034701	0.034771	93.637025	--	0.000000	--
0.000094	-0.107130	0.003139	0.023453	0.023662	82.375490	--	0.000000	--
0.004576	-0.104741	-0.001924	0.035807	0.035859	93.075866	--	0.000000	--
0.000299	-0.106862	-0.000732	0.027470	0.027479	91.526734	--	0.000000	--
0.010811	-0.108985	-0.093281	-0.008982	0.093713	-174.500000	--	0.000000	--
0.001983	-0.105086	-0.000275	0.033641	0.033642	90.468586	--	0.000000	--
0.010360	-0.107593	-0.001502	0.022424	0.022474	93.831781	--	0.000000	--
0.009690	-0.107180	-0.002041	0.023159	0.023249	95.035543	--	0.000000	--
0.008851	-0.106535	-0.034494	0.020401	0.040076	149.398007	--	0.000000	--
0.001390	-0.105240	0.000634	0.035853	0.035859	88.987427	--	0.000000	--
0.004218	-0.104741	-0.001128	0.034365	0.034384	91.879242	--	0.000000	--
0.000875	-0.105763	-0.005521	0.034626	0.035064	99.058863	--	0.000000	--
0.008369	-0.106334	-0.034066	0.026057	0.042889	142.587494	--	0.000000	--
0.007441	-0.106404	-0.030240	0.026584	0.040264	138.682044	--	0.000000	--
0.000726	-0.105900	-0.005394	0.034371	0.034791	98.918910	--	0.000000	--
0.002357	-0.104950	-0.001164	0.036480	0.036499	91.827226	--	0.000000	--
0.001027	-0.105540	-0.002142	0.035063	0.035128	93.496653	--	0.000000	--
0.006483	-0.105988	-0.025481	0.027299	0.037343	133.026459	--	0.000000	--
0.000570	-0.105948	0.000737	0.031390	0.031398	88.655527	--	0.000000	--
0.005886	-0.105310	-0.001360	0.035187	0.035213	92.212827	--	0.000000	--
0.000152	-0.106430	-0.001125	0.021578	0.021608	92.985346	--	0.000000	--
0.005364	-0.104549	-0.001455	0.034660	0.034691	92.403404	--	0.000000	--
0.004616	-0.104469	-0.000757	0.035331	0.035339	91.228024	--	0.000000	--
0.004989	-0.104328	-0.003195	0.035570	0.035713	95.133444	--	0.000000	--
0.000279	-0.106047	-0.001571	0.035598	0.035633	92.527470	--	0.000000	--
0.000185	-0.106842	-0.001167	0.022002	0.022033	93.035464	--	0.000000	--
0.001789	-0.104884	-0.000687	0.036824	0.036830	91.068378	--	0.000000	--
0.001523	-0.104975	-0.000490	0.033967	0.033970	90.826711	--	0.000000	--
0.003122	-0.104669	-0.000117	0.034800	0.034800	90.192679	--	0.000000	--
0.003652	-0.104583	-0.000721	0.035489	0.035497	91.163957	--	0.000000	--
0.000745	-0.105808	-0.000637	0.032916	0.032922	91.108117	--	0.000000	--
0.000874	-0.105629	0.001033	0.034730	0.034745	88.296636	--	0.000000	--
0.001183	-0.105181	-0.001293	0.034143	0.034168	92.169543	--	0.000000	--
0.000171	-0.107018	-0.003601	0.023262	0.023539	98.799998	--	0.000000	--
0.001030	-0.105351	0.001098	0.035289	0.035306	88.218276	--	0.000000	--
0.000125	-0.107065	0.001086	0.025215	0.025238	87.534722	--	0.000000	--
0.000010	-0.107153	0.000000	0.035458	0.035458	90.000000	--	0.000000	--
0.000077	-0.106626	-0.000000	0.040213	0.040213	90.000000	--	0.000000	--
0.000047	-0.107127	0.001299	0.023590	0.023626	86.848725	--	0.000000	--
0.000067	-0.107115	-0.002141	0.024869	0.024961	94.919641	--	0.000000	--
0.000108	-0.106778	-0.010977	0.024458	0.026809	114.170142	--	0.000000	--
0.000485	-0.105903	-0.000115	0.036049	0.036049	90.183289	--	0.000000	--
0.004106	-0.104477	-0.000936	0.035347	0.035359	91.516478	--	0.000000	--
0.000075	-0.106233	0.000000	0.046182	0.046182	90.000000	--	0.000000	--
0.002536	-0.104614	-0.000888	0.033834	0.033845	91.503022	--	0.000000	--
0.000143	-0.106070	0.000911	0.023848	0.023866	87.812350	--	0.000000	--
0.012026	-0.108379	-0.086091	0.013165	0.087092	171.305852	--	0.000000	--
0.000299	-0.105932	0.002740	0.031525	0.031644	85.032850	--	0.000000	--
0.000378	-0.105903	-0.002677	0.032257	0.032368	94.744935	--	0.000000	--
0.010939	-0.107059	-0.002374	0.022410	0.022535	96.046601	--	0.000000	--
0.009783	-0.106453	-0.038196	0.019456	0.042866	153.007041	--	0.000000	--
0.003418	-0.104441	-0.001551	0.035529	0.035563	92.499070	--	0.000000	--
0.000146	-0.106955	-0.002173	0.028174	0.028258	94.410687	--	0.000000	--
0.009296	-0.106258	-0.037550	0.025437	0.045355	145.884780	--	0.000000	--
0.002888	-0.104462	-0.000992	0.036269	0.036283	91.565971	--	0.000000	--
0.004327	-0.104317	-0.002092	0.035347	0.035409	93.386765	--	0.000000	--
0.003873	-0.104361	-0.001862	0.035554	0.035603	92.998528	--	0.000000	--
0.008331	-0.105859	-0.033120	0.026261	0.042268	141.589146	--	0.000000	--
0.007407	-0.105929	-0.029436	0.026769	0.039787	137.716817	--	0.000000	--
0.006928	-0.105723	-0.029146	0.032751	0.043842	131.667215	--	0.000000	--
0.006332	-0.105045	-0.003446	0.034570	0.034741	95.692911	--	0.000000	--
0.000010	-0.107132	-0.000000	0.035458	0.035458	90.000000	--	0.000000	--
0.000026	-0.107117	-0.005362	0.019699	0.020416	105.226444	--	0.000000	--
0.005832	-0.104359	-0.002560	0.035893	0.035984	94.079027	--	0.000000	--
0.000085	-0.107057	-0.002211	0.022004	0.022115	95.738457	--	0.000000	--
0.000062	-0.107083	-0.000224	0.026732	0.026733	90.479279	--	0.000000	--
0.005003	-0.103896	-0.009170	0.035209	0.036383	104.598894	--	0.000000	--
0.012712	-0.108780	-0.107651	-0.012265	0.108348	-173.500000	--	0.000000	--
0.012236	-0.107396	-0.001998	0.022351	0.022441	95.109249	--	0.000000	--
0.001852	-0.104536	0.000918	0.035430	0.035442	88.515074	--	0.000000	--
0.011559	-0.106994	-0.002438	0.023030	0.023159	96.042915	--	0.000000	--
0.001378	-0.104720	-0.001647	0.036262	0.036299	92.600012	--	0.000000	--
0.010709	-0.106364	-0.041899	0.019090	0.046043	155.504883	--	0.000000	--
0.010223	-0.106172	-0.041421	0.024772	0.048263	149.117777	--	0.000000	--
0.001097	-0.104961	-0.001157	0.036941	0.036959	91.794223	--	0.000000	--
0.000749	-0.105581	-0.002205	0.034067	0.034138	93.703594	--	0.000000	--
0.000619	-0.105753	-0.005799	0.034915	0.035394	99.429271	--	0.000000	--
0.007853	-0.105658	-0.032910	0.031990	0.045895	135.812517	--	0.000000	--
0.009255	-0.105784	-0.037084	0.025607	0.045066	145.374210	--	0.000000	--
0.004313	-0.104001	-0.008309	0.035189	0.036157	103.286415	--	0.000000	--
0.008772	-0.105586	-0.036603	0.031685	0.048412	139.118795	--	0.000000	--
0.002377	-0.104398	0.000716	0.037323	0.037329	88.901206	--	0.000000	--
0.000829	-0.105283	-0.002867	0.033392	0.033515	94.906797	--	0.000000	--
0.006899	-0.105249	-0.001546	0.034584	0.034619	92.559690	--	0.000000	--
0.000515	-0.105800	-0.000341	0.033892	0.033894	90.576321	--	0.000000	--
0.006303	-0.104570	-0.000840	0.034884	0.034894	91.379147	--	0.000000	--
0.000031	-0.106865	-0.000000	0.037611	0.037611	90.000000	--	0.000000	--
0.005882	-0.103880	-0.010728	0.035090	0.036694	107.000468	--	0.000000	--
0.005427	-0.103638	-0.011664	0.037954	0.039706	107.082851	--	0.000000	--
0.000068	-0.105981	-0.000000	0.048791	0.048791	90.000000	--	0.000000	--
0.004616	-0.103721	-0.010042	0.037977	0.039282	104.811727	--	0.000000	--
0.000220	-0.105853	-0.002280	0.035542	0.035615	93.669764	--	0.000000	--
0.000085	-0.106962	0.000844	0.022670	0.022686	87.867006	--	0.000000	--
0.002074	-0.104406	-0.001764	0.035173	0.035217	92.870705	--	0.000000	--
0.000367	-0.105800	0.000504	0.032957	0.032961	89.124012	--	0.000000	--
0.001613	-0.104397	-0.001747	0.035716	0.035759	92.799981	--	0.000000	--
0.001405	-0.104490	0.001222	0.034902	0.034924	87.994052	--	0.000000	--
0.003390	-0.104119	-0.006088	0.035697	0.036213	99.677873	--	0.000000	--
0.001159	-0.104765	0.000990	0.033921	0.033936	88.328166	--	0.000000	--
0.002964	-0.104128	-0.004980	0.035246	0.035596	98.042793	--	0.000000	--
0.003819	-0.104092	-0.006863	0.035842	0.036493	100.839548	--	0.000000	--
0.000070	-0.107016	0.000276	0.028083	0.028084	89.436382	--	0.000000	--
0.000625	-0.105660	0.002667	0.034682	0.034784	85.603186	--	0.000000	--
0.000700	-0.105424	-0.000601	0.037050	0.037055	90.928888	--	0.000000	--
0.000829	-0.104942	0.001193	0.031778	0.031800	87.850873	--	0.000000	--
0.000713	-0.105094	-0.002782	0.038932	0.039031	94.086756	--	0.000000	--
0.000015	-0.107092	-0.000000	0.035539	0.035539	90.000000	--	0.000000	--
0.000031	-0.107071	0.000044	0.017876	0.017876	89.860513	--	0.000000	--
0.000047	-0.106936	-0.008276	0.019836	0.021493	112.647918	--	0.000000	--
0.000438	-0.105757	-0.002748	0.034515	0.034624	94.551606	--	0.000000	--
0.013916	-0.108152	-0.100894	0.009622	0.101352	174.552551	--	0.000000	--
0.004038	-0.103891	-0.009248	0.036510	0.037663	104.213505	--	0.000000	--
0.000096	-0.105895	0.017388	0.032553	0.036906	61.891141	--	0.000000	--
0.002531	-0.104129	-0.004388	0.034932	0.035207	97.158979	--	0.000000	--
0.000153	-0.105850	0.001708	0.029110	0.029160	86.642419	--	0.000000	--
0.012806	-0.106852	-0.002770	0.022381	0.022552	97.055356	--	0.000000	--
0.000235	-0.105777	0.000969	0.031747	0.031762	88.252038	--	0.000000	--
0.011639	-0.106266	-0.045562	0.017956	0.048972	158.490447	--	0.000000	--
0.000304	-0.105754	-0.002408	0.035485	0.035567	93.881485	--	0.000000	--
0.011149	-0.106080	-0.044864	0.024030	0.050894	151.825864	--	0.000000	--
0.010178	-0.105698	-0.040682	0.024972	0.047735	148.456553	--	0.000000	--
0.003169	-0.104013	-0.007143	0.036890	0.037576	100.959103	--	0.000000	--
0.003570	-0.103992	-0.007838	0.036157	0.036996	102.230987	--	0.000000	--
0.009696	-0.105505	-0.040370	0.030726	0.050733	142.724665	--	0.000000	--
0.002764	-0.104011	-0.005964	0.036921	0.037399	99.176419	--	0.000000	--
0.007775	-0.105187	-0.001967	0.034771	0.034826	93.237375	--	0.000000	--
0.000031	-0.107018	-0.000735	0.017962	0.017977	92.343326	--	0.000000	--
0.008735	-0.105112	-0.002326	0.034530	0.034609	93.854386	--	0.000000	--
0.007300	-0.104985	-0.002977	0.034732	0.034860	94.898704	--	0.000000	--
0.006837	-0.104298	-0.003099	0.035333	0.035469	95.011707	--	0.000000	--
0.000015	-0.107047	-0.000000	0.035982	0.035982	90.000000	--	0.000000	--
0.006321	-0.103615	-0.013894	0.037513	0.040004	110.323228	--	0.000000	--
0.005402	-0.103163	-0.010383	0.038056	0.039447	105.261372	--	0.000000	--
0.014608	-0.108541	-0.121924	-0.016052	0.122976	-172.500000	--	0.000000	--
0.004526	-0.103381	-0.008326	0.039419	0.040289	101.926240	--	0.000000	--
0.014109	-0.107166	-0.002465	0.022267	0.022403	96.316314	--	0.000000	--
0.013424	-0.106776	-0.002833	0.022905	0.023079	97.051597	--	0.000000	--
0.000016	-0.106983	-0.000000	0.036485	0.036485	90.000000	--	0.000000	--
0.012564	-0.106161	-0.049252	0.017522	0.052276	160.416505	--	0.000000	--
0.002038	-0.104077	-0.003264	0.035751	0.035900	95.216479	--	0.000000	--
0.012075	-0.105977	-0.048773	0.023228	0.054022	154.534051	--	0.000000	--
0.001614	-0.104147	-0.002035	0.035683	0.035741	93.264096	--	0.000000	--
0.011100	-0.105606	-0.044653	0.024181	0.050780	151.563414	--	0.000000	--
0.001008	-0.104592	-0.001345	0.036678	0.036703	92.100763	--	0.000000	--
0.001202	-0.104367	-0.002619	0.035549	0.035645	94.213715	--	0.000000	--
0.010614	-0.105416	-0.044078	0.030351	0.053516	145.449794	--	0.000000	--
0.008216	-0.104915	-0.003573	0.034686	0.034869	95.881618	--	0.000000	--
0.009610	-0.105036	-0.002698	0.034663	0.034768	94.450082	--	0.000000	--
0.003944	-0.103561	-0.007118	0.038340	0.038995	100.517601	--	0.000000	--
0.009132	-0.104841	-0.003492	0.034682	0.034858	95.749932	--	0.000000	--
0.000725	-0.104747	0.003271	0.036933	0.037077	84.939041	--	0.000000	--
0.000520	-0.105595	-0.001725	0.035741	0.035782	92.762953	--	0.000000	--
0.000554	-0.105438	0.000079	0.033092	0.033092	89.863036	--	0.000000	--
0.007267	-0.104510	-0.001981	0.034962	0.035018	93.243495	--	0.000000	--
0.002294	-0.103949	-0.005595	0.037626	0.038040	98.457424	--	0.000000	--
0.000454	-0.105132	0.002428	0.032195	0.032287	85.687501	--	0.000000	--
0.006806	-0.103823	-0.012873	0.034898	0.037196	110.247565	--	0.000000	--
0.000437	-0.105645	0.000549	0.034620	0.034625	89.091053	--	0.000000	--
0.006292	-0.103140	-0.012019	0.037804	0.039669	107.636666	--	0.000000	--
0.005828	-0.102929	-0.013050	0.040700	0.042741	107.777953	--	0.000000	--
0.004957	-0.102945	-0.011766	0.040701	0.042368	106.124055	--	0.000000	--
0.004590	-0.103094	-0.008445	0.038940	0.039845	102.235681	--	0.000000	--
0.000028	-0.105859	0.000000	0.049926	0.049926	90.000000	--	0.000000	--
0.004129	-0.103331	-0.008950	0.038412	0.039441	103.115385	--	0.000000	--
0.000116	-0.105787	0.001103	0.037670	0.037686	88.322237	--	0.000000	--
0.000181	-0.105735	-0.005449	0.035487	0.035902	98.729062	--	0.000000	--
0.001817	-0.103958	-0.004772	0.036965	0.037271	97.355875	--	0.000000	--
0.000285	-0.105652	-0.001102	0.037770	0.037786	91.671081	--	0.000000	--
0.001024	-0.104425	0.001671	0.035150	0.035190	87.278886	--	0.000000	--
0.001408	-0.104063	-0.004816	0.036291	0.036609	97.558852	--	0.000000	--
0.003269	-0.103787	-0.008474	0.035752	0.036742	103.334608	--	0.000000	--
0.001204	-0.104189	-0.000073	0.035511	0.035511	90.117489	--	0.000000	--
0.003518	-0.103770	-0.006414	0.036894	0.037447	99.863006	--	0.000000	--
0.000841	-0.104594	0.000728	0.033638	0.033646	88.759531	--	0.000000	--
0.002788	-0.103782	-0.005095	0.036567	0.036920	97.931948	--	0.000000	--
0.000424	-0.105334	-0.005407	0.034192	0.034617	98.986473	--	0.000000	--
0.000543	-0.104685	-0.002164	0.035644	0.035709	93.473744	--	0.000000	--
0.000328	-0.104971	-0.000245	0.040395	0.040396	90.348079	--	0.000000	--
0.015801	-0.107893	-0.115590	0.005582	0.115724	177.235389	--	0.000000	--
0.000387	-0.104751	0.003633	0.032282	0.032486	83.578943	--	0.000000	--
0.014669	-0.106612	-0.003163	0.022327	0.022550	98.064061	--	0.000000	--
0.013492	-0.106047	-0.052876	0.016200	0.055302	162.965876	--	0.000000	--
0.003673	-0.103541	-0.008116	0.037756	0.038618	102.131112	--	0.000000	--
0.000347	-0.105587	-0.002556	0.033068	0.033167	94.420503	--	0.000000	--
0.012999	-0.105869	-0.052167	0.022364	0.056759	156.794974	--	0.000000	--
0.000129	-0.105748	0.003158	0.032873	0.033024	84.512024	--	0.000000	--
0.000044	-0.105807	0.009276	0.032318	0.033623	73.985257	--	0.000000	--
0.000075	-0.105779	-0.001306	0.031463	0.031490	92.377428	--	0.000000	--
0.002348	-0.103704	-0.003666	0.036200	0.036386	95.782976	--	0.000000	--
0.012021	-0.105504	-0.048181	0.023425	0.053573	154.071893	--	0.000000	--
0.011535	-0.105320	-0.047833	0.029202	0.056043	148.595952	--	0.000000	--
0.000181	-0.105690	0.004660	0.035672	0.035975	82.557168	--	0.000000	--
0.010568	-0.104944	-0.003040	0.034451	0.034585	95.042750	--	0.000000	--
0.000216	-0.105630	0.000343	0.032708	0.032710	89.399065	--	0.000000	--
0.010046	-0.104756	-0.004040	0.034625	0.034860	96.655193	--	0.000000	--
0.008179	-0.104440	-0.002000	0.034968	0.035025	93.273611	--	0.000000	--
0.003086	-0.103673	-0.007550	0.038840	0.039567	101.000533	--	0.000000	--
0.009090	-0.104367	-0.002708	0.034911	0.035016	94.435196	--	0.000000	--
0.007704	-0.104238	-0.003256	0.035480	0.035630	95.243214	--	0.000000	--
0.002607	-0.103655	-0.005808	0.038542	0.038977	98.569105	--	0.000000	--
0.007207	-0.103559	-0.015288	0.037244	0.040260	112.316714	--	0.000000	--
0.016500	-0.108270	-0.136079	-0.020337	0.137590	-171.500000	--	0.000000	--
0.006744	-0.102873	-0.014934	0.040420	0.043091	110.277822	--	0.000000	--
0.005773	-0.102455	-0.001520	0.041800	0.041828	92.083180	--	0.000000	--
0.015977	-0.106904	-0.002910	0.022170	0.022361	97.477496	--	0.000000	--
0.015286	-0.106526	-0.003226	0.022778	0.023006	98.060257	--	0.000000	--
0.000299	-0.105433	-0.000103	0.038635	0.038635	90.152968	--	0.000000	--
0.004927	-0.102563	-0.000483	0.041446	0.041449	90.668086	--	0.000000	--
0.014415	-0.105925	-0.056556	0.015698	0.058695	164.486936	--	0.000000	--
0.013922	-0.105750	-0.056107	0.021425	0.060058	159.099875	--	0.000000	--
0.004268	-0.102897	-0.009490	0.041070	0.042152	103.011332	--	0.000000	--
0.004043	-0.103050	-0.007555	0.039406	0.040124	100.852685	--	0.000000	--
0.012941	-0.105396	-0.052169	0.022493	0.056812	156.676220	--	0.000000	--
0.012452	-0.105215	-0.051552	0.028759	0.059031	150.844358	--	0.000000	--
0.011441	-0.104852	-0.003387	0.034552	0.034717	95.598524	--	0.000000	--
0.001744	-0.103602	-0.003072	0.039429	0.039548	94.455341	--	0.000000	--
0.010960	-0.104666	-0.004038	0.034611	0.034846	96.653953	--	0.000000	--
0.001382	-0.103817	-0.001451	0.037971	0.037998	92.189023	--	0.000000	--
0.000875	-0.104335	-0.002172	0.035426	0.035493	93.508463	--	0.000000	--
0.008656	-0.104163	-0.003574	0.035257	0.035438	95.788155	--	0.000000	--
0.010000	-0.104282	-0.002769	0.034906	0.035015	94.535169	--	0.000000	--
0.000726	-0.104472	-0.003191	0.036547	0.036686	94.989851	--	0.000000	--
0.009522	-0.104087	-0.003764	0.035369	0.035569	96.075362	--	0.000000	--
0.001025	-0.104113	-0.003935	0.036740	0.036950	96.113023	--	0.000000	--
0.003545	-0.103313	-0.007590	0.039975	0.040689	100.750181	--	0.000000	--
0.007675	-0.103762	-0.014448	0.034737	0.037622	112.583978	--	0.000000	--
0.007173	-0.103084	-0.014312	0.037490	0.040129	110.894384	--	0.000000	--
0.000570	-0.104520	0.003258	0.034626	0.034779	84.624860	--	0.000000	--
0.002207	-0.103502	-0.003094	0.038849	0.038972	94.553332	--	0.000000	--
0.000152	-0.105002	0.000166	0.026306	0.026307	89.639239	--	0.000000	--
0.005317	-0.102307	-0.003178	0.041292	0.041414	94.400985	--	0.000000	--
0.006713	-0.102398	-0.001966	0.041405	0.041451	92.719069	--	0.000000	--
0.006206	-0.102191	-0.003895	0.041565	0.041747	95.353615	--	0.000000	--
0.000279	-0.104619	-0.001121	0.039209	0.039225	91.637879	--	0.000000	--
0.004548	-0.102450	-0.002970	0.041820	0.041925	94.062738	--	0.000000	--
0.000185	-0.105414	-0.000140	0.030331	0.030331	90.264527	--	0.000000	--
0.003207	-0.103428	-0.005857	0.037374	0.037831	98.907029	--	0.000000	--
0.004257	-0.102635	-0.001185	0.041544	0.041561	91.633437	--	0.000000	--
0.003813	-0.102928	-0.008462	0.040905	0.041772	101.688181	--	0.000000	--
0.003580	-0.103059	-0.006869	0.039518	0.040111	99.860140	--	0.000000	--
0.000016	-0.105779	-0.000000	0.050527	0.050527	90.000000	--	0.000000	--
0.000094	-0.105726	-0.005103	0.034018	0.034398	98.531579	--	0.000000	--
0.000068	-0.105741	0.002759	0.035744	0.035850	85.587030	--	0.000000	--
0.001929	-0.103395	-0.005457	0.038841	0.039222	97.997049	--	0.000000	--
0.000128	-0.105678	-0.003831	0.033185	0.033406	96.585030	--	0.000000	--
0.001514	-0.103546	-0.003396	0.037320	0.037474	95.199262	--	0.000000	--
0.000171	-0.105589	-0.004369	0.033030	0.033318	97.535215	--	0.000000	--
0.000745	-0.104380	0.002513	0.034906	0.034996	85.882107	--	0.000000	--
0.000874	-0.104201	-0.000446	0.035489	0.035491	90.720017	--	0.000000	--
0.001180	-0.103754	-0.003653	0.037100	0.037280	95.623946	--	0.000000	--
0.002591	-0.103418	-0.004688	0.038674	0.038957	96.911526	--	0.000000	--
0.001028	-0.103923	-0.000604	0.036949	0.036954	90.936541	--	0.000000	--
0.017682	-0.107601	-0.130158	0.001043	0.130162	179.540988	--	0.000000	--
0.000077	-0.105197	-0.000000	0.052322	0.052322	90.000000	--	0.000000	--
0.000108	-0.105350	-0.013754	0.032029	0.034857	113.239769	--	0.000000	--
0.016527	-0.106340	-0.003554	0.022253	0.022535	99.072696	--	0.000000	--
0.000485	-0.104475	0.001151	0.038324	0.038341	88.279917	--	0.000000	--
